# This file is automatically generated, do not edit.
#
# The format of the data in this table is as follows:
#
# char zh big5 hkscs zhuyin kanji hiragana katakana punct symbol cj3_codes cj5_codes frequency

𠉟 1 0 0 0 0 0 0 0 0 odhj pdhj 0
𠉠 1 0 0 0 0 0 0 0 0 obsh obsh 0
𠉡 1 0 0 0 0 0 0 0 0 oylh oylh 0
𠉢 1 0 0 0 0 0 0 0 0 owe owe 0
𠉣 1 0 0 0 0 0 0 0 0 ohpa ohpa 0
𠉤 1 0 0 0 0 0 0 0 0 oea oea 0
𠉥 1 0 0 0 0 0 0 0 0 ovbu ovbu 0
𠉦 1 0 0 0 0 0 0 0 0 omow omow 0
𠉧 1 0 0 0 0 0 0 0 0 osje osje 0
𠉨 1 0 0 0 0 0 0 0 0 ogii ogii 0
𠉩 1 0 0 0 0 0 0 0 0 oqmj oqmh 0
𠉪 1 0 0 0 0 0 0 0 0 oyid oyid 0
𠉫 1 0 0 0 0 0 0 0 0 ohog ohog 0
𠉬 1 0 0 0 0 0 0 0 0 orrm orrm 0
𠉭 1 0 0 0 0 0 0 0 0 ooooo ooooo 0
𠉮 1 0 0 0 0 0 0 0 0 ofqs ofqs 0
𠉯 1 0 0 0 0 0 0 0 0 ojlv ojlv 0
𠉰 1 0 0 0 0 0 0 0 0 obhg obhg 0
𠉱 1 0 0 0 0 0 0 0 0 ohss ohss 0
𠉲 1 0 0 0 0 0 0 0 0 omru orau 0
𠉳 1 0 0 0 0 0 0 0 0 oovn oomn 0
𠉴 1 0 1 0 0 0 0 0 0 omeb omlb 0
𠉵 1 0 1 0 0 0 0 0 0 ojmo ojmo 0
𠉶 1 0 0 0 0 0 0 0 0 owt owt 0
𠉷 1 0 0 0 0 0 0 0 0 oide oide 0
𠉸 1 0 0 0 0 0 0 0 0 oykb oykb 0
𠉹 1 0 0 0 0 0 0 0 0 onno onno 0
𠉺 1 0 0 0 0 0 0 0 0 oemb oemb 0
𠉻 1 0 0 0 0 0 0 0 0 ojkf ojkf 0
𠉼 1 0 0 0 0 0 0 0 0 omrp orop 0
𠉽 1 0 0 0 0 0 0 0 0 ombv ombv 0
𠉾 1 0 0 0 0 0 0 0 0 oton oton 0
𠉿 1 0 0 0 0 0 0 0 0 olok olok 0
𠊀 1 0 0 0 0 0 0 0 0 oumj oumj 0
𠊁 1 0 0 0 0 0 0 0 0 otmi otmi 0
𠊂 1 0 0 0 0 0 0 0 0 ouce ouce 0
𠊃 1 0 0 0 0 0 0 0 0 otmb otmb 0
𠊄 1 0 0 0 0 0 0 0 0 oc oc 0
𠊅 1 0 0 0 0 0 0 0 0 ookf ookf 0
𠊆 1 0 0 0 0 0 0 0 0 oomw oomw 0
𠊇 1 0 0 0 0 0 0 0 0 onib onib 0
𠊈 1 0 0 0 0 0 0 0 0 ooml ooml 0
𠊉 1 0 0 0 0 0 0 0 0 oiphh oiphh 0
𠊊 1 0 0 0 0 0 0 0 0 omap omap 0
𠊋 1 0 0 0 0 0 0 0 0 otlu otlu 0
𠊌 1 0 0 0 0 0 0 0 0 off off 0
𠊍 1 0 0 0 0 0 0 0 0 ocic ocim 0
𠊎 1 0 0 0 0 0 0 0 0 omgg omgg 0
𠊏 1 0 0 0 0 0 0 0 0 ohun ohun 0
𠊐 1 0 0 0 0 0 0 0 0 opou opou 0
𠊑 1 0 0 0 0 0 0 0 0 oyfr oyfr 0
𠊒 1 0 0 0 0 0 0 0 0 oipe oipe 0
𠊓 1 0 0 0 0 0 0 0 0 oyps oyps 0
𠊔 1 0 0 0 0 0 0 0 0 oeyt oeyt 0
𠊕 1 0 0 0 0 0 0 0 0 osmf osmf 0
𠊖 1 0 0 0 0 0 0 0 0 ovnn ovnn 0
𠊗 1 0 0 0 0 0 0 0 0 owfe owfe 0
𠊘 1 0 0 0 0 0 0 0 0 ohsb oisb 0
𠊙 1 0 1 0 0 0 0 0 0 ojbm ojbm 0
𠊚 1 0 0 0 0 0 0 0 0 oami oami 0
𠊛 1 0 0 0 0 0 0 0 0 aio aio 0
𠊜 1 0 0 0 0 0 0 0 0 ovmr ovmr 0
𠊝 1 0 0 0 0 0 0 0 0 opir opir 0
𠊞 1 0 1 0 0 0 0 0 0 olp olp 0
𠊟 1 0 0 0 0 0 0 0 0 orwu orwu 0
𠊠 1 0 1 0 0 0 0 0 0 otch otch 0
𠊡 1 0 0 0 0 0 0 0 0 otgu otqu 0
𠊢 1 0 0 0 0 0 0 0 0 ojcv ojcv 0
𠊣 1 0 0 0 0 0 0 0 0 ongg ongg 0
𠊤 1 0 0 0 0 0 0 0 0 oypo oypo 0
𠊥 1 0 0 0 0 0 0 0 0 oee oee 0
𠊦 1 0 0 0 0 0 0 0 0 ovvm ovvm 0
𠊧 1 0 0 0 0 0 0 0 0 ottc ottc 0
𠊨 1 0 0 0 0 0 0 0 0 onnc onnc 0
𠊩 1 0 0 0 0 0 0 0 0 ondd ondd 0
𠊪 1 0 0 0 0 0 0 0 0 ogrt ogrt 0
𠊫 1 0 0 0 0 0 0 0 0 opad opad 0
𠊬 1 0 0 0 0 0 0 0 0 ocrl ocrl 0
𠊭 1 0 0 0 0 0 0 0 0 oihr oihr 0
𠊮 1 0 0 0 0 0 0 0 0 onhk onhk 0
𠊯 1 0 0 0 0 0 0 0 0 ojce ojce 0
𠊰 1 0 0 0 0 0 0 0 0 obbr obbr 0
𠊱 1 0 0 0 0 0 0 0 0 onmk onmk 0
𠊲 1 0 0 0 0 0 0 0 0 ojck ojck 0
𠊳 1 0 0 0 0 0 0 0 0 ombe ombe 0
𠊴 1 0 0 0 0 0 0 0 0 oitu oitu 0
𠊵 1 0 0 0 0 0 0 0 0 ounn ounn 0
𠊶 1 0 0 0 0 0 0 0 0 ofqv ofqv 0
𠊷 1 0 1 0 0 0 0 0 0 omge omge,omgk 0
𠊸 1 0 0 0 0 0 0 0 0 osmf osmf 0
𠊹 1 0 0 0 0 0 0 0 0 obuk obuk 0
𠊺 1 0 0 0 0 0 0 0 0 oyte oyte 0
𠊻 1 0 0 0 0 0 0 0 0 obnd obnd 0
𠊼 1 0 0 0 0 0 0 0 0 omwt omwt 0
𠊽 1 0 0 0 0 0 0 0 0 orpa orpa 0
𠊾 1 0 0 0 0 0 0 0 0 onok onok 0
𠊿 1 0 1 0 0 0 0 0 0 ojmm ojmm 0
𠋀 1 0 1 0 0 0 0 0 0 onbs onbs 0
𠋁 1 0 0 0 0 0 0 0 0 omfb omfb 0
𠋂 1 0 0 0 0 0 0 0 0 onay onay 0
𠋃 1 0 0 0 0 0 0 0 0 opbu okbu 0
𠋄 1 0 0 0 0 0 0 0 0 otgv otgv 0
𠋅 1 0 0 0 0 0 0 0 0 ohsb ohsb 0
𠋆 1 0 0 0 0 0 0 0 0 oytd oytd 0
𠋇 1 0 0 0 0 0 0 0 0 ofdl ofdl 0
𠋈 1 0 0 0 0 0 0 0 0 oyck ock 0
𠋉 1 0 0 0 0 0 0 0 0 onoo onoo 0
𠋊 1 0 0 0 0 0 0 0 0 omfb omfb 0
𠋋 1 0 0 0 0 0 0 0 0 odmk odmk 0
𠋌 1 0 0 0 0 0 0 0 0 oumf oumf 0
𠋍 1 0 0 0 0 0 0 0 0 oace oace 0
𠋎 1 0 0 0 0 0 0 0 0 onsp onmp 0
𠋏 1 0 0 0 0 0 0 0 0 oibc oibc 0
𠋐 1 0 0 0 0 0 0 0 0 oows ohls 0
𠋑 1 0 0 0 0 0 0 0 0 ombr ombr 0
𠋒 1 0 0 0 0 0 0 0 0 omrs omrs 0
𠋓 1 0 0 0 0 0 0 0 0 ofuh ofth 0
𠋔 1 0 0 0 0 0 0 0 0 ouvi ouvi 0
𠋕 1 0 0 0 0 0 0 0 0 omnd omnd 0
𠋖 1 0 0 0 0 0 0 0 0 odwf odwf 0
𠋗 1 0 0 0 0 0 0 0 0 omvi omvi 0
𠋘 1 0 0 0 0 0 0 0 0 oihv oihv 0
𠋙 1 0 0 0 0 0 0 0 0 okon okon 0
𠋚 1 0 0 0 0 0 0 0 0 okcb okcb 0
𠋛 1 0 0 0 0 0 0 0 0 olyb olyb 0
𠋜 1 0 0 0 0 0 0 0 0 ofmr ofmr 0
𠋝 1 0 0 0 0 0 0 0 0 obuh obuh 0
𠋞 1 0 0 0 0 0 0 0 0 olid olid 0
𠋟 1 0 0 0 0 0 0 0 0 ohxo ohxo 0
𠋠 1 0 0 0 0 0 0 0 0 obme obme 0
𠋡 1 0 0 0 0 0 0 0 0 oomv ooiv,oomv 0
𠋢 1 0 0 0 0 0 0 0 0 ojfe ojfe 0
𠋣 1 0 0 0 0 0 0 0 0 oytr oytr 0
𠋤 1 0 0 0 0 0 0 0 0 ojmg ojmg 0
𠋥 1 0 1 0 0 0 0 0 0 oahu oahu 0
𠋦 1 0 0 0 0 0 0 0 0 otmd otmd 0
𠋧 1 0 0 0 0 0 0 0 0 opmm opmm 0
𠋨 1 0 0 0 0 0 0 0 0 orru orru 0
𠋩 1 0 0 0 0 0 0 0 0 oyae oyae 0
𠋪 1 0 0 0 0 0 0 0 0 ojsl ojsl 0
𠋫 1 0 0 0 0 0 0 0 0 oonk oonk 0
𠋬 1 0 0 0 0 0 0 0 0 obuk obuk 0
𠋭 1 0 0 0 0 0 0 0 0 oyir oyir 0
𠋮 1 0 0 0 0 0 0 0 0 okgb okgb 0
𠋯 1 0 0 0 0 0 0 0 0 obhx obhx 0
𠋰 1 0 0 0 0 0 0 0 0 ojic ogic 0
𠋱 1 0 0 0 0 0 0 0 0 osfb osfb 0
𠋲 1 0 0 0 0 0 0 0 0 ojbf ojbf 0
𠋳 1 0 0 0 0 0 0 0 0 onok onok 0
𠋴 1 0 0 0 0 0 0 0 0 offn offn 0
𠋵 1 0 0 0 0 0 0 0 0 oypk oypk 0
𠋶 1 0 0 0 0 0 0 0 0 obac obac 0
𠋷 1 0 0 0 0 0 0 0 0 oumi oumi 0
𠋸 1 0 0 0 0 0 0 0 0 omrd omrd 0
𠋹 1 0 0 0 0 0 0 0 0 opas opas 0
𠋺 1 0 0 0 0 0 0 0 0 oeii oeii 0
𠋻 1 0 0 0 0 0 0 0 0 owce owce 0
𠋼 1 0 0 0 0 0 0 0 0 owmr owmr 0
𠋽 1 0 0 0 0 0 0 0 0 okng okng 0
𠋾 1 0 0 0 0 0 0 0 0 omgf omgf 0
𠋿 1 0 0 0 0 0 0 0 0 omsg omsg 0
𠌀 1 0 0 0 0 0 0 0 0 obnd obnd 0
𠌁 1 0 0 0 0 0 0 0 0 okri okri 0
𠌂 1 0 0 0 0 0 0 0 0 okkj okkj 0
𠌃 1 0 0 0 0 0 0 0 0 ohhw ohhw 0
𠌄 1 0 0 0 0 0 0 0 0 ostv ostv 0
𠌅 1 0 0 0 0 0 0 0 0 otnn otnn 0
𠌆 1 0 0 0 0 0 0 0 0 omgl omgl 0
𠌇 1 0 0 0 0 0 0 0 0 oiil oiil 0
𠌈 1 0 0 0 0 0 0 0 0 omob omob 0
𠌉 1 0 0 0 0 0 0 0 0 ogto ogto 0
𠌊 1 0 1 0 0 0 0 0 0 doau doau 0
𠌋 1 0 0 0 0 0 0 0 0 ocri ocrn 0
𠌌 1 0 0 0 0 0 0 0 0 ojcn ojcn 0
𠌍 1 0 0 0 0 0 0 0 0 ofqk ofok 0
𠌎 1 0 0 0 0 0 0 0 0 ofdf ofdf 0
𠌏 1 0 0 0 0 0 0 0 0 ofmq ofmq 0
𠌐 1 0 0 0 0 0 0 0 0 omwp omwp 0
𠌑 1 0 0 0 0 0 0 0 0 orpru orpru 0
𠌒 1 0 0 0 0 0 0 0 0 olik olik 0
𠌓 1 0 0 0 0 0 0 0 0 otaj otaj 0
𠌔 1 0 0 0 0 0 0 0 0 ohau ohau 0
𠌕 1 0 0 0 0 0 0 0 0 ololl ololl 0
𠌖 1 0 0 0 0 0 0 0 0 omnd omnd 0
𠌗 1 0 0 0 0 0 0 0 0 oipc oipc 0
𠌘 1 0 0 0 0 0 0 0 0 omue omue 0
𠌙 1 0 0 0 0 0 0 0 0 oltj oltj 0
𠌚 1 0 0 0 0 0 0 0 0 olhj oloj 0
𠌛 1 0 0 0 0 0 0 0 0 owmu owmu 0
𠌜 1 0 0 0 0 0 0 0 0 oryr oryr 0
𠌝 1 0 0 0 0 0 0 0 0 ouuk ounk 0
𠌞 1 0 0 0 0 0 0 0 0 ohme ohme 0
𠌟 1 0 0 0 0 0 0 0 0 ohae ohae 0
𠌠 1 0 0 0 0 0 0 0 0 obmg obmg 0
𠌡 1 0 0 0 0 0 0 0 0 oytk oytk 0
𠌢 1 0 0 0 0 0 0 0 0 ocri ocri 0
𠌣 1 0 0 0 0 0 0 0 0 ojsr ojsr 0
𠌤 1 0 0 0 0 0 0 0 0 ohjp ohjp 0
𠌥 1 0 1 0 0 0 0 0 0 ohrf ohrf 0
𠌦 1 0 0 0 0 0 0 0 0 ovfb ovfb 0
𠌧 1 0 0 0 0 0 0 0 0 oomq oorq 0
𠌨 1 0 0 0 0 0 0 0 0 osly osly 0
𠌩 1 0 0 0 0 0 0 0 0 oysn oisn 0
𠌪 1 0 0 0 0 0 0 0 0 olhu olhu 0
𠌫 1 0 0 0 0 0 0 0 0 owtq owtj 0
𠌬 1 0 0 0 0 0 0 0 0 oseq oseq 0
𠌭 1 0 0 0 0 0 0 0 0 oyij oyij 0
𠌮 1 0 0 0 0 0 0 0 0 oitf oitf 0
𠌯 1 0 0 0 0 0 0 0 0 oyub oyub 0
𠌰 1 0 0 0 0 0 0 0 0 oaiu oaiu 0
𠌱 1 0 0 0 0 0 0 0 0 okog okog 0
𠌲 1 0 0 0 0 0 0 0 0 ojjl ojjl 0
𠌳 1 0 0 0 0 0 0 0 0 okrb okrb 0
𠌴 1 0 0 0 0 0 0 0 0 oqkx oqkx 0
𠌵 1 0 0 0 0 0 0 0 0 ohaf ohaf 0
𠌶 1 0 0 0 0 0 0 0 0 ooos oomms 0
𠌷 1 0 0 0 0 0 0 0 0 ogji ogji 0
𠌸 1 0 0 0 0 0 0 0 0 oshj osyj 0
𠌹 1 0 0 0 0 0 0 0 0 oymh oymh 0
𠌺 1 0 0 0 0 0 0 0 0 omol omol 0
𠌻 1 0 0 0 0 0 0 0 0 offn offj 0
𠌼 1 0 0 0 0 0 0 0 0 ollp ollp 0
𠌽 1 0 0 0 0 0 0 0 0 oibs oibs 0
𠌾 1 0 0 0 0 0 0 0 0 othi othi 0
𠌿 1 0 0 0 0 0 0 0 0 oijo oijo 0
𠍀 1 0 0 0 0 0 0 0 0 oedw oedw 0
𠍁 1 0 1 0 0 0 0 0 0 ooyk ooyk 0
𠍂 1 0 0 0 0 0 0 0 0 obrd obrd 0
𠍃 1 0 0 0 0 0 0 0 0 ooin ooin 0
𠍄 1 0 0 0 0 0 0 0 0 orrm orrm 0
𠍅 1 0 1 0 0 0 0 0 0 ojon odon,ojon 0
𠍆 1 0 1 0 0 0 0 0 0 othn othn 0
𠍇 1 0 1 0 0 0 0 0 0 oyed oyed 0
𠍈 1 0 0 0 0 0 0 0 0 onrm onrm 0
𠍉 1 0 0 0 0 0 0 0 0 oyvq oyvq 0
𠍊 1 0 0 0 0 0 0 0 0 ojoa ojoa 0
𠍋 1 0 0 0 0 0 0 0 0 oiri oidi 0
𠍌 1 0 0 0 0 0 0 0 0 ojpp ojpp 0
𠍍 1 0 0 0 0 0 0 0 0 omwi omwi 0
𠍎 1 0 0 0 0 0 0 0 0 ompc ompc 0
𠍏 1 0 0 0 0 0 0 0 0 odlk odlk 0
𠍐 1 0 0 0 0 0 0 0 0 omno oino 0
𠍑 1 0 0 0 0 0 0 0 0 otve otve 0
𠍒 1 0 0 0 0 0 0 0 0 oanr oanr 0
𠍓 1 0 0 0 0 0 0 0 0 ouob ouob 0
𠍔 1 0 0 0 0 0 0 0 0 otll otll 0
𠍕 1 0 0 0 0 0 0 0 0 ouap ouap 0
𠍖 1 0 0 0 0 0 0 0 0 ocpi ocpi 0
𠍗 1 0 0 0 0 0 0 0 0 omrx orhx 0
𠍘 1 0 0 0 0 0 0 0 0 omoj omoj 0
𠍙 1 0 0 0 0 0 0 0 0 omgd omgd 0
𠍚 1 0 0 0 0 0 0 0 0 omaw omaw 0
𠍛 1 0 0 0 0 0 0 0 0 omab omab 0
𠍜 1 0 0 0 0 0 0 0 0 opjbm opjbm 0
𠍝 1 0 0 0 0 0 0 0 0 oydg oydg 0
𠍞 1 0 0 0 0 0 0 0 0 olyf olyf 0
𠍟 1 0 0 0 0 0 0 0 0 obrn obrn 0
𠍠 1 0 0 0 0 0 0 0 0 ocrq ocrq 0
𠍡 1 0 0 0 0 0 0 0 0 oylv oylv 0
𠍢 1 0 0 0 0 0 0 0 0 onks onks 0
𠍣 1 0 0 0 0 0 0 0 0 oqly oqly 0
𠍤 1 0 0 0 0 0 0 0 0 otjd otjd 0
𠍥 1 0 0 0 0 0 0 0 0 obco obco 0
𠍦 1 0 0 0 0 0 0 0 0 olec olec 0
𠍧 1 0 0 0 0 0 0 0 0 okhg okhg 0
𠍨 1 0 0 0 0 0 0 0 0 oidd oidd 0
𠍩 1 0 0 0 0 0 0 0 0 omcl omol 0
𠍪 1 0 0 0 0 0 0 0 0 omof omof 0
𠍫 1 0 0 0 0 0 0 0 0 okbo okbo 0
𠍬 1 0 0 0 0 0 0 0 0 opal opal 0
𠍭 1 0 0 0 0 0 0 0 0 oyre oyre 0
𠍮 1 0 0 0 0 0 0 0 0 ooog ooog 0
𠍯 1 0 0 0 0 0 0 0 0 ofbk ofbk 0
𠍰 1 0 0 0 0 0 0 0 0 ormi ormi 0
𠍱 1 0 0 0 0 0 0 0 0 oogd oogd 0
𠍲 1 0 0 0 0 0 0 0 0 oesd oesd 0
𠍳 1 0 0 0 0 0 0 0 0 tool tool 0
𠍴 1 0 0 0 0 0 0 0 0 omkp omkp 0
𠍵 1 0 0 0 0 0 0 0 0 otge otge 0
𠍶 1 0 0 0 0 0 0 0 0 ojwf ojwf 0
𠍷 1 0 0 0 0 0 0 0 0 odbb odbb 0
𠍸 1 0 0 0 0 0 0 0 0 ohwo ohwo 0
𠍹 1 0 0 0 0 0 0 0 0 ohor ohor 0
𠍺 1 0 0 0 0 0 0 0 0 omwo omwo 0
𠍻 1 0 0 0 0 0 0 0 0 onmr onmr 0
𠍼 1 0 0 0 0 0 0 0 0 ogbt ogbt 0
𠍽 1 0 0 0 0 0 0 0 0 okja okja 0
𠍾 1 0 1 0 0 0 0 0 0 osav osav 0
𠍿 1 0 1 0 0 0 0 0 0 owjc owjc 0
𠎀 1 0 1 0 0 0 0 0 0 oyqd oyqd 0
𠎁 1 0 0 0 0 0 0 0 0 owgf owgf 0
𠎂 1 0 0 0 0 0 0 0 0 oymu oymu 0
𠎃 1 0 0 0 0 0 0 0 0 omoq omoq 0
𠎄 1 0 0 0 0 0 0 0 0 oydk oydk 0
𠎅 1 0 0 0 0 0 0 0 0 osmi osmi 0
𠎆 1 0 0 0 0 0 0 0 0 onoe onoe 0
𠎇 1 0 0 0 0 0 0 0 0 oqhk oqhk 0
𠎈 1 0 0 0 0 0 0 0 0 orbsd orbsd 0
𠎉 1 0 0 0 0 0 0 0 0 ombi ombi 0
𠎊 1 0 0 0 0 0 0 0 0 oddd oddd 0
𠎋 1 0 0 0 0 0 0 0 0 ombk ombk 0
𠎌 1 0 0 0 0 0 0 0 0 ombf ombf 0
𠎍 1 0 0 0 0 0 0 0 0 omrp ortop 0
𠎎 1 0 0 0 0 0 0 0 0 ogth ogth 0
𠎏 1 0 0 0 0 0 0 0 0 omrl orbl 0
𠎐 1 0 0 0 0 0 0 0 0 otqb otqb 0
𠎑 1 0 0 0 0 0 0 0 0 otmq otmq 0
𠎒 1 0 0 0 0 0 0 0 0 oanp oanp 0
𠎓 1 0 0 0 0 0 0 0 0 oank oank 0
𠎔 1 0 0 0 0 0 0 0 0 ohqq ohqq 0
𠎕 1 0 0 0 0 0 0 0 0 oloq oloq 0
𠎖 1 0 0 0 0 0 0 0 0 onsd onmd 0
𠎗 1 0 0 0 0 0 0 0 0 oysl oyol 0
𠎘 1 0 0 0 0 0 0 0 0 omlb omlb 0
𠎙 1 0 0 0 0 0 0 0 0 doomr doomr 0
𠎚 1 0 0 0 0 0 0 0 0 omhb omhb 0
𠎛 1 0 0 0 0 0 0 0 0 omku omku 0
𠎜 1 0 0 0 0 0 0 0 0 luoii lsoii 0
𠎝 1 0 0 0 0 0 0 0 0 oqop oqop 0
𠎞 1 0 0 0 0 0 0 0 0 otcb otcb 0
𠎟 1 0 0 0 0 0 0 0 0 ojmu ojmu 0
𠎠 1 0 1 0 0 0 0 0 0 oayf oayf 0
𠎡 1 0 0 0 0 0 0 0 0 owmc owmc 0
𠎢 1 0 0 0 0 0 0 0 0 oeip oeip 0
𠎣 1 0 0 0 0 0 0 0 0 omwu omwu 0
𠎤 1 0 0 0 0 0 0 0 0 omrb omrb 0
𠎥 1 0 0 0 0 0 0 0 0 oooa oooa 0
𠎦 1 0 0 0 0 0 0 0 0 onri onri 0
𠎧 1 0 1 0 0 0 0 0 0 oqhf oqhf 0
𠎨 1 0 0 0 0 0 0 0 0 ovfr ovfr 0
𠎩 1 0 0 0 0 0 0 0 0 olyp olyp 0
𠎪 1 0 0 0 0 0 0 0 0 osfv osfv 0
𠎫 1 0 0 0 0 0 0 0 0 ojjb ojjb 0
𠎬 1 0 0 0 0 0 0 0 0 ohgi ohgi 0
𠎭 1 0 0 0 0 0 0 0 0 otbk otbk 0
𠎮 1 0 0 0 0 0 0 0 0 omto omto 0
𠎯 1 0 0 0 0 0 0 0 0 oeah oeah 0
𠎰 1 0 0 0 0 0 0 0 0 oijp oijp 0
𠎱 1 0 0 0 0 0 0 0 0 okvp okup 0
𠎲 1 0 0 0 0 0 0 0 0 otpa otpa 0
𠎳 1 0 0 0 0 0 0 0 0 odomd odomd 0
𠎴 1 0 0 0 0 0 0 0 0 osub osub 0
𠎵 1 0 1 0 0 0 0 0 0 oyto oyto 0
𠎶 1 0 0 0 0 0 0 0 0 jso jso 0
𠎷 1 0 0 0 0 0 0 0 0 ohkm ohkm,omkm 0
𠎸 1 0 0 0 0 0 0 0 0 ogow ogow 0
𠎹 1 0 0 0 0 0 0 0 0 oqbe oqbe 0
𠎺 1 0 0 0 0 0 0 0 0 ouhi ouhi 0
𠎻 1 0 0 0 0 0 0 0 0 oyhu oyhu 0
𠎼 1 0 0 0 0 0 0 0 0 omfn omfn 0
𠎽 1 0 0 0 0 0 0 0 0 offn offj 0
𠎾 1 0 0 0 0 0 0 0 0 ojtv ojtu 0
𠎿 1 0 0 0 0 0 0 0 0 onbq onbq 0
𠏀 1 0 0 0 0 0 0 0 0 oybb oybb 0
𠏁 1 0 0 0 0 0 0 0 0 onli onli 0
𠏂 1 0 0 0 0 0 0 0 0 omsg omhg 0
𠏃 1 0 0 0 0 0 0 0 0 olii olii 0
𠏄 1 0 0 0 0 0 0 0 0 osrg osrg 0
𠏅 1 0 0 0 0 0 0 0 0 ojcu ojcu 0
𠏆 1 0 0 0 0 0 0 0 0 otpb otpb 0
𠏇 1 0 0 0 0 0 0 0 0 omvw omiw 0
𠏈 1 0 0 0 0 0 0 0 0 opuu opuu 0
𠏉 1 0 1 0 0 0 0 0 0 jjomd jjomd 0
𠏊 1 0 0 0 0 0 0 0 0 omtc omtc 0
𠏋 1 0 1 0 0 0 0 0 0 owbp owbp 0
𠏌 1 0 0 0 0 0 0 0 0 otgu otgu 0
𠏍 1 0 0 0 0 0 0 0 0 oykb oykb 0
𠏎 1 0 0 0 0 0 0 0 0 omrq orroq 0
𠏏 1 0 0 0 0 0 0 0 0 tgmio tgmio 0
𠏐 1 0 0 0 0 0 0 0 0 olx olx 0
𠏑 1 0 0 0 0 0 0 0 0 oamh oamh 0
𠏒 1 0 0 0 0 0 0 0 0 otmk otmk 0
𠏓 1 0 0 0 0 0 0 0 0 orir orir 0
𠏔 1 0 0 0 0 0 0 0 0 oiyo oiyo 0
𠏕 1 0 0 0 0 0 0 0 0 odmwv odmwv 0
𠏖 1 0 0 0 0 0 0 0 0 oktf oktf 0
𠏗 1 0 0 0 0 0 0 0 0 okcf okcf 0
𠏘 1 0 0 0 0 0 0 0 0 orur orur 0
𠏙 1 0 0 0 0 0 0 0 0 ohxv ohxv 0
𠏚 1 0 0 0 0 0 0 0 0 oomp oomp 0
𠏛 1 0 0 0 0 0 0 0 0 oits oits 0
𠏜 1 0 0 0 0 0 0 0 0 otgr otgr 0
𠏝 1 0 0 0 0 0 0 0 0 oqou oqou 0
𠏞 1 0 0 0 0 0 0 0 0 omic omic 0
𠏟 1 0 0 0 0 0 0 0 0 oywd oywd 0
𠏠 1 0 0 0 0 0 0 0 0 orvg ormg 0
𠏡 1 0 0 0 0 0 0 0 0 ombi ombi 0
𠏢 1 0 0 0 0 0 0 0 0 obbu obbu 0
𠏣 1 0 0 0 0 0 0 0 0 onfl onfl 0
𠏤 1 0 0 0 0 0 0 0 0 ohec ohec 0
𠏥 1 0 0 0 0 0 0 0 0 outk outk 0
𠏦 1 0 0 0 0 0 0 0 0 ophn ophn 0
𠏧 1 0 0 0 0 0 0 0 0 oromi oroii 0
𠏨 1 0 0 0 0 0 0 0 0 ojcp ojcp 0
𠏩 1 0 0 0 0 0 0 0 0 ouro ouro 0
𠏪 1 0 0 0 0 0 0 0 0 onom onom 0
𠏫 1 0 0 0 0 0 0 0 0 osdt osdt 0
𠏬 1 0 0 0 0 0 0 0 0 oyrs oyrs 0
𠏭 1 0 0 0 0 0 0 0 0 oseo oseo 0
𠏮 1 0 0 0 0 0 0 0 0 otgi otgi 0
𠏯 1 0 0 0 0 0 0 0 0 ojtq ojtq 0
𠏰 1 0 0 0 0 0 0 0 0 oixf oixf 0
𠏱 1 0 0 0 0 0 0 0 0 ogoc ogoc 0
𠏲 1 0 0 0 0 0 0 0 0 owla owla 0
𠏳 1 0 0 0 0 0 0 0 0 hgovo hgovo 0
𠏴 1 0 0 0 0 0 0 0 0 ojbo ojbo 0
𠏵 1 0 1 0 0 0 0 0 0 ohnf ohnf 0
𠏶 1 0 0 0 0 0 0 0 0 ojmh ojmh 0
𠏷 1 0 0 0 0 0 0 0 0 ojpi ojpi 0
𠏸 1 0 0 0 0 0 0 0 0 omrd orhdd 0
𠏹 1 0 0 0 0 0 0 0 0 omww omww 0
𠏺 1 0 0 0 0 0 0 0 0 oslc oslc 0
𠏻 1 0 0 0 0 0 0 0 0 oybu oybu 0
𠏼 1 0 1 0 0 0 0 0 0 ogrr ogrr 0
𠏽 1 0 0 0 0 0 0 0 0 otlf otgf 0
𠏾 1 0 0 0 0 0 0 0 0 ohxv ohov 0
𠏿 1 0 0 0 0 0 0 0 0 ohul ohul 0
𠐀 1 0 0 0 0 0 0 0 0 ohuo ohno,ohuo 0
𠐁 1 0 0 0 0 0 0 0 0 otbo otbo 0
𠐂 1 0 0 0 0 0 0 0 0 onbr onbr 0
𠐃 1 0 0 0 0 0 0 0 0 olhp olhp 0
𠐄 1 0 0 0 0 0 0 0 0 ovve ovve 0
𠐅 1 0 0 0 0 0 0 0 0 osjm osjm 0
𠐆 1 0 0 0 0 0 0 0 0 omfi omfi 0
𠐇 1 0 0 0 0 0 0 0 0 dodoo dodo 0
𠐈 1 0 0 0 0 0 0 0 0 ohus ohus 0
𠐉 1 0 0 0 0 0 0 0 0 ohal ohal 0
𠐊 1 0 0 0 0 0 0 0 0 oset oset 0
𠐋 1 0 0 0 0 0 0 0 0 obsh obsh 0
𠐌 1 0 0 0 0 0 0 0 0 owlp owlp 0
𠐍 1 0 0 0 0 0 0 0 0 olvk olvk 0
𠐎 1 0 0 0 0 0 0 0 0 otae otae 0
𠐏 1 0 0 0 0 0 0 0 0 ojnt ojnt 0
