# This file is automatically generated, do not edit.
#
# The format of the data in this table is as follows:
#
# char zh big5 hkscs zhuyin kanji hiragana katakana punct symbol cj3_codes cj5_codes frequency

㭱 1 0 1 0 0 0 0 0 0 dswl dswl 0
㭲 1 0 1 0 0 0 0 0 0 dcor dcor 0
㭳 1 0 0 0 0 0 0 0 0 djkd djkd 0
㭴 1 0 0 0 0 0 0 0 0 dleg dleg 0
㭵 1 0 0 0 0 0 0 0 0 dpw dpw 0
㭶 1 0 0 0 0 0 0 0 0 dtys dtys 0
㭷 1 0 0 0 0 0 0 0 0 dwks dwks 0
㭸 1 0 0 0 0 0 0 0 0 dnui dnai 0
㭹 1 0 0 0 0 0 0 0 0 dnyi dnyi 0
㭺 1 0 0 0 0 0 0 0 0 dklv dklu 0
㭻 1 0 1 0 0 0 0 0 0 dfbr dfbr 0
㭼 1 0 1 0 0 0 0 0 0 dea dea 0
㭽 1 0 0 0 0 0 0 0 0 dihm dihi 0
㭾 1 0 0 0 0 0 0 0 0 dsuu dsuu 0
㭿 1 0 0 0 0 0 0 0 0 dahl dahl 0
㮀 1 0 1 0 0 0 0 0 0 dnue dune 0
㮁 1 0 0 0 0 0 0 0 0 dkkb dkkb 0
㮂 1 0 0 0 0 0 0 0 0 bukd bukd 0
㮃 1 0 0 0 0 0 0 0 0 dhdv dhdv 0
㮄 1 0 0 0 0 0 0 0 0 dmms dmms 0
㮅 1 0 0 0 0 0 0 0 0 dog dog 0
㮆 1 0 0 0 0 0 0 0 0 dotq dotq 0
㮇 1 0 0 0 0 0 0 0 0 dmkp dmkp 0
㮈 1 0 0 0 0 0 0 0 0 dkmf dkmf 0
㮉 1 0 0 0 0 0 0 0 0 dokt dokt 0
㮊 1 0 0 0 0 0 0 0 0 dnnd dnnd 0
㮋 1 0 0 0 0 0 0 0 0 dkbl dkbl 0
㮌 1 0 0 0 0 0 0 0 0 dmwl dmwl 0
㮍 1 0 0 0 0 0 0 0 0 tbnd tbnd 0
㮎 1 0 0 0 0 0 0 0 0 dmft dmft 0
㮏 1 0 0 0 0 0 0 0 0 ddmf ddmf 0
㮐 1 0 0 0 0 0 0 0 0 dfhu dfhu 0
㮑 1 0 0 0 0 0 0 0 0 dmjx dhjx 0
㮒 1 0 0 0 0 0 0 0 0 dmwg dmwg 0
㮓 1 0 0 0 0 0 0 0 0 dpmm dpmm 0
㮔 1 0 0 0 0 0 0 0 0 dhjg dhjg 0
㮕 1 0 1 0 0 0 0 0 0 dmbk dmbk 0
㮖 1 0 1 0 0 0 0 0 0 dtlj dtlj 0
㮗 1 0 0 0 0 0 0 0 0 nnd nnd 0
㮘 1 0 0 0 0 0 0 0 0 dnhk dnhk 0
㮙 1 0 1 0 0 0 0 0 0 drrs drrs 0
㮚 1 0 0 0 0 0 0 0 0 ywd ywd 0
㮛 1 0 0 0 0 0 0 0 0 damo damo 0
㮜 1 0 0 0 0 0 0 0 0 dsvg dsvg 0
㮝 1 0 0 0 0 0 0 0 0 dcrl dcrl 0
㮞 1 0 0 0 0 0 0 0 0 dmor dior 0
㮟 1 0 0 0 0 0 0 0 0 dmrd dmrd 0
㮠 1 0 0 0 0 0 0 0 0 dtbd dtbd 0
㮡 1 0 1 0 0 0 0 0 0 fsd fsd 0
㮢 1 0 0 0 0 0 0 0 0 donk donk 0
㮣 1 0 0 0 0 0 0 0 0 aud aud 0
㮤 1 0 0 0 0 0 0 0 0 jcord jcord 0
㮥 1 0 0 0 0 0 0 0 0 dikw dikw 0
㮦 1 0 0 0 0 0 0 0 0 djbf djbf 0
㮧 1 0 0 0 0 0 0 0 0 dhrf dhrf 0
㮨 1 0 0 0 0 0 0 0 0 dwce dwce 0
㮩 1 0 0 0 0 0 0 0 0 dhup dhup 0
㮪 1 0 0 0 0 0 0 0 0 dmnd dmnd 0
㮫 1 0 0 0 0 0 0 0 0 djqr djqr 0
㮬 1 0 0 0 0 0 0 0 0 dcim dcim 0
㮭 1 0 0 0 0 0 0 0 0 dniw dniw 0
㮮 1 0 0 0 0 0 0 0 0 dqhq dqhq 0
㮯 1 0 0 0 0 0 0 0 0 dwmo dwmo 0
㮰 1 0 0 0 0 0 0 0 0 dhwp dhwp 0
㮱 1 0 0 0 0 0 0 0 0 dthu dthu 0
㮲 1 0 0 0 0 0 0 0 0 dpuu dpuu 0
㮳 1 0 0 0 0 0 0 0 0 dbtk dbtk 0
㮴 1 0 0 0 0 0 0 0 0 dhxe dhxe 0
㮵 1 0 0 0 0 0 0 0 0 dysy dysy 0
㮶 1 0 0 0 0 0 0 0 0 dtub dtub 0
㮷 1 0 0 0 0 0 0 0 0 diua diua 0
㮸 1 0 0 0 0 0 0 0 0 dytk dytk 0
㮹 1 0 0 0 0 0 0 0 0 dmge dmgk 0
㮺 1 0 0 0 0 0 0 0 0 dmrrr dmrrr 0
㮻 1 0 0 0 0 0 0 0 0 deii deii 0
㮼 1 0 1 0 0 0 0 0 0 dhsm dism 0
㮽 1 0 0 0 0 0 0 0 0 dhye dhye 0
㮾 1 0 1 0 0 0 0 0 0 ibd ibd 0
㮿 1 0 0 0 0 0 0 0 0 dwtj dwtj 0
㯀 1 0 0 0 0 0 0 0 0 dyso dyso 0
㯁 1 0 0 0 0 0 0 0 0 dnlr dnlr 0
㯂 1 0 1 0 0 0 0 0 0 dkpb dkpb 0
㯃 1 0 0 0 0 0 0 0 0 ddoe ddoe 0
㯄 1 0 1 0 0 0 0 0 0 ddhmu ddhmu 0
㯅 1 0 0 0 0 0 0 0 0 dihj dihj 0
㯆 1 0 0 0 0 0 0 0 0 dyhm dyhm,dykm 0
㯇 1 0 0 0 0 0 0 0 0 dlyg dlyg 0
㯈 1 0 0 0 0 0 0 0 0 dydl dydl 0
㯉 1 0 0 0 0 0 0 0 0 dypd dypd 0
㯊 1 0 0 0 0 0 0 0 0 dmyf dmyf 0
㯋 1 0 0 0 0 0 0 0 0 pdmbc pdmbc 0
㯌 1 0 0 0 0 0 0 0 0 dymo dymo 0
㯍 1 0 0 0 0 0 0 0 0 dvmi dvmi 0
㯎 1 0 0 0 0 0 0 0 0 dyrd dyrd 0
㯏 1 0 0 0 0 0 0 0 0 ged ged 0
㯐 1 0 0 0 0 0 0 0 0 nbd nbd 0
㯑 1 0 0 0 0 0 0 0 0 dnsv dnsv 0
㯒 1 0 0 0 0 0 0 0 0 dbbu dbbu 0
㯓 1 0 0 0 0 0 0 0 0 domm dorm 0
㯔 1 0 0 0 0 0 0 0 0 huhud huhud 0
㯕 1 0 0 0 0 0 0 0 0 dtcl dtcl 0
㯖 1 0 0 0 0 0 0 0 0 djwp djwp 0
㯗 1 0 1 0 0 0 0 0 0 dand dand 0
㯘 1 0 0 0 0 0 0 0 0 dgfo dgfo 0
㯙 1 0 0 0 0 0 0 0 0 dpbk dybk 0
㯚 1 0 0 0 0 0 0 0 0 dhor dhor 0
㯛 1 0 0 0 0 0 0 0 0 dgbm dgbm 0
㯜 1 0 0 0 0 0 0 0 0 dtyj dtyj 0
㯝 1 0 1 0 0 0 0 0 0 drvr drmr 0
㯞 1 0 0 0 0 0 0 0 0 dvfb dvfb 0
㯟 1 0 0 0 0 0 0 0 0 ddvne ddnme,ddvne 0
㯠 1 0 0 0 0 0 0 0 0 dyvq dyvq 0
㯡 1 0 0 0 0 0 0 0 0 depru depru 0
㯢 1 0 0 0 0 0 0 0 0 drvc druc 0
㯣 1 0 0 0 0 0 0 0 0 dtcd dtcd 0
㯤 1 0 0 0 0 0 0 0 0 dodoo dodoo 0
㯥 1 0 0 0 0 0 0 0 0 dwdw dwdw 0
㯦 1 0 0 0 0 0 0 0 0 dtcd dtcd 0
㯧 1 0 0 0 0 0 0 0 0 dgor dgor 0
㯨 1 0 0 0 0 0 0 0 0 dmwd dmwd 0
㯩 1 0 0 0 0 0 0 0 0 edkn edkn 0
㯪 1 0 0 0 0 0 0 0 0 dmbi dmbi 0
㯫 1 0 0 0 0 0 0 0 0 dypo dypo 0
㯬 1 0 1 0 0 0 0 0 0 ddneq ddnkq 0
㯭 1 0 0 0 0 0 0 0 0 dyps dyps 0
㯮 1 0 0 0 0 0 0 0 0 dwli dwli 0
㯯 1 0 0 0 0 0 0 0 0 dhec dhec 0
㯰 1 0 0 0 0 0 0 0 0 dwlv dwlm,dwlv 0
㯱 1 0 0 0 0 0 0 0 0 jboud jboud 0
㯲 1 0 1 0 0 0 0 0 0 dddf dddf 0
㯳 1 0 1 0 0 0 0 0 0 dtrk dtrk 0
㯴 1 0 1 0 0 0 0 0 0 dtjr dtjr 0
㯵 1 0 0 0 0 0 0 0 0 dthg dthg 0
㯶 1 0 0 0 0 0 0 0 0 duce duce 0
㯷 1 0 0 0 0 0 0 0 0 doto doto 0
㯸 1 0 0 0 0 0 0 0 0 dlmt dlmt 0
㯹 1 0 0 0 0 0 0 0 0 dmfi dmfi 0
㯺 1 0 0 0 0 0 0 0 0 swd swd 0
㯻 1 0 0 0 0 0 0 0 0 jbmod jbmod 0
㯼 1 0 0 0 0 0 0 0 0 dtgt dtgt 0
㯽 1 0 0 0 0 0 0 0 0 djac djac 0
㯾 1 0 0 0 0 0 0 0 0 dyta dyta 0
㯿 1 0 0 0 0 0 0 0 0 dvvv dvvv 0
㰀 1 0 0 0 0 0 0 0 0 dhhe dhhe 0
㰁 1 0 0 0 0 0 0 0 0 dmrr dmrr 0
㰂 1 0 0 0 0 0 0 0 0 djhw djhw 0
㰃 1 0 0 0 0 0 0 0 0 dhbf dhbf 0
㰄 1 0 0 0 0 0 0 0 0 dbci dbci 0
㰅 1 0 0 0 0 0 0 0 0 dyyb dyyb 0
㰆 1 0 0 0 0 0 0 0 0 jblyd jblyd 0
㰇 1 0 0 0 0 0 0 0 0 djim djim 0
㰈 1 0 0 0 0 0 0 0 0 ddyjj ddyjj 0
㰉 1 0 0 0 0 0 0 0 0 dmgd dmgd 0
㰊 1 0 0 0 0 0 0 0 0 dggf dggf 0
㰋 1 0 0 0 0 0 0 0 0 dyhc dyhc 0
㰌 1 0 0 0 0 0 0 0 0 dmbg dmbg 0
㰍 1 0 1 0 0 0 0 0 0 ypd ypd 0
㰎 1 0 0 0 0 0 0 0 0 duos duos 0
㰏 1 0 0 0 0 0 0 0 0 dhyb dhyb 0
㰐 1 0 0 0 0 0 0 0 0 dnlb dnlb 0
㰑 1 0 1 0 0 0 0 0 0 dppd dppd 0
㰒 1 0 0 0 0 0 0 0 0 dhbd dhbd 0
㰓 1 0 0 0 0 0 0 0 0 dsic dsic 0
㰔 1 0 0 0 0 0 0 0 0 dffe dffe 0
㰕 1 0 1 0 0 0 0 0 0 dtgs dtgs 0
㰖 1 0 0 0 0 0 0 0 0 dsmu dsiu 0
㰗 1 0 0 0 0 0 0 0 0 difo diho 0
㰘 1 0 1 0 0 0 0 0 0 dnmt dnmt,dvnt 0
㰙 1 0 0 0 0 0 0 0 0 dtog dtog 0
㰚 1 0 0 0 0 0 0 0 0 dybg dybg 0
㰛 1 0 0 0 0 0 0 0 0 dtvd dtvd 0
㰜 1 0 0 0 0 0 0 0 0 dpcc djcc,dpcc 0
㰝 1 0 0 0 0 0 0 0 0 runo runo 0
㰞 1 0 0 0 0 0 0 0 0 uno uno 0
㰟 1 0 0 0 0 0 0 0 0 onno onno 0
㰠 1 0 0 0 0 0 0 0 0 ynno ynno 0
㰡 1 0 0 0 0 0 0 0 0 olno olno 0
㰢 1 0 0 0 0 0 0 0 0 mtno mtno 0
㰣 1 0 0 0 0 0 0 0 0 ympno ympno 0
㰤 1 0 0 0 0 0 0 0 0 mrno mrno 0
㰥 1 0 0 0 0 0 0 0 0 ptno ptno 0
㰦 1 0 0 0 0 0 0 0 0 gino gino 0
㰧 1 0 0 0 0 0 0 0 0 irno irno 0
㰨 1 0 0 0 0 0 0 0 0 rcno rcno 0
㰩 1 0 0 0 0 0 0 0 0 lino lino 0
㰪 1 0 0 0 0 0 0 0 0 ggno ggno 0
㰫 1 0 0 0 0 0 0 0 0 huno huno 0
㰬 1 0 0 0 0 0 0 0 0 pano pano 0
㰭 1 0 0 0 0 0 0 0 0 ksno ksno 0
㰮 1 0 0 0 0 0 0 0 0 mvno mvno 0
㰯 1 0 0 0 0 0 0 0 0 mtno mtno 0
㰰 1 0 0 0 0 0 0 0 0 kono kono 0
㰱 1 0 0 0 0 0 0 0 0 hlno hwno 0
㰲 1 0 0 0 0 0 0 0 0 imno imno 0
㰳 1 0 0 0 0 0 0 0 0 mmno mmno 0
㰴 1 0 0 0 0 0 0 0 0 yrno yrno 0
㰵 1 0 0 0 0 0 0 0 0 yjno yjno 0
㰶 1 0 0 0 0 0 0 0 0 hrno hrno 0
㰷 1 0 0 0 0 0 0 0 0 mpno mpno 0
㰸 1 0 0 0 0 0 0 0 0 oono oono 0
㰹 1 0 0 0 0 0 0 0 0 irno irno 0
㰺 1 0 0 0 0 0 0 0 0 ryseo rsseo 0
㰻 1 0 0 0 0 0 0 0 0 gtno gtno 0
㰼 1 0 0 0 0 0 0 0 0 sono sono 0
㰽 1 0 0 0 0 0 0 0 0 svno svno 0
㰾 1 0 0 0 0 0 0 0 0 hsno hsno 0
㰿 1 0 0 0 0 0 0 0 0 bkno bkno 0
㱀 1 0 0 0 0 0 0 0 0 puno puno 0
㱁 1 0 0 0 0 0 0 0 0 ufno ufno 0
㱂 1 0 0 0 0 0 0 0 0 ieno ieno 0
㱃 1 0 0 0 0 0 0 0 0 owno owno 0
㱄 1 0 0 0 0 0 0 0 0 wfno wfno 0
㱅 1 0 0 0 0 0 0 0 0 gtno gtno 0
㱆 1 0 0 0 0 0 0 0 0 ytno ytno 0
㱇 1 0 0 0 0 0 0 0 0 gwno gwno 0
㱈 1 0 0 0 0 0 0 0 0 dfno dfno 0
㱉 1 0 0 0 0 0 0 0 0 tdno tdno 0
㱊 1 0 0 0 0 0 0 0 0 meno meno 0
㱋 1 0 0 0 0 0 0 0 0 mgno mgno 0
㱌 1 0 0 0 0 0 0 0 0 sjno sjno 0
㱍 1 0 0 0 0 0 0 0 0 vfyro vfyro 0
㱎 1 0 0 0 0 0 0 0 0 wfno wfno 0
㱏 1 0 0 0 0 0 0 0 0 mmym mmym 0
㱐 1 0 0 0 0 0 0 0 0 mimm mimm 0
㱑 1 0 0 0 0 0 0 0 0 ymni ymni 0
㱒 1 0 0 0 0 0 0 0 0 ymmnr ymmnr 0
㱓 1 0 0 0 0 0 0 0 0 ymoii ymoii 0
㱔 1 0 1 0 0 0 0 0 0 ypni ypni 0
㱕 1 0 0 0 0 0 0 0 0 ymsmb ymsmb 0
㱖 1 0 0 0 0 0 0 0 0 ymyoj ymyoj 0
㱗 1 0 0 0 0 0 0 0 0 ymhuk ymhuk 0
㱘 1 0 0 0 0 0 0 0 0 mkylm mkylm 0
㱙 1 0 0 0 0 0 0 0 0 mnmvs mnmvs 0
㱚 1 0 0 0 0 0 0 0 0 mnb mnb 0
㱛 1 0 0 0 0 0 0 0 0 mnmni mnmni 0
㱜 1 0 0 0 0 0 0 0 0 mnyo mnyo 0
㱝 1 0 0 0 0 0 0 0 0 mpks mpks 0
㱞 1 0 0 0 0 0 0 0 0 mnyt mnyt 0
㱟 1 0 0 0 0 0 0 0 0 mndhe mndhe 0
㱠 1 0 0 0 0 0 0 0 0 mnjr mnjr 0
㱡 1 0 0 0 0 0 0 0 0 mnhgu mnhgu 0
㱢 1 0 0 0 0 0 0 0 0 mniav mniav 0
㱣 1 0 0 0 0 0 0 0 0 mnbv mnbv 0
㱤 1 0 0 0 0 0 0 0 0 mndhl mndhl 0
㱥 1 0 0 0 0 0 0 0 0 mngce mngce 0
㱦 1 0 0 0 0 0 0 0 0 mnkmr mnkmr 0
㱧 1 0 0 0 0 0 0 0 0 mnjnu mnjnu 0
㱨 1 0 0 0 0 0 0 0 0 mnjmo mnjmo 0
㱩 1 0 0 0 0 0 0 0 0 mnjnk mnjnk 0
㱪 1 0 0 0 0 0 0 0 0 mnrpa mnrpa 0
㱫 1 0 0 0 0 0 0 0 0 mndwf mndwf 0
㱬 1 0 0 0 0 0 0 0 0 mnwmv mnwmv 0
㱭 1 0 0 0 0 0 0 0 0 mnhje mnhje 0
㱮 1 0 0 0 0 0 0 0 0 mnlmo mnlmo 0
㱯 1 0 0 0 0 0 0 0 0 mnumt mnumt 0
㱰 1 0 0 0 0 0 0 0 0 mnjyj mnjyj 0
㱱 1 0 0 0 0 0 0 0 0 mnhi mnhui 0
㱲 1 0 0 0 0 0 0 0 0 mntct mntct 0
㱳 1 0 0 0 0 0 0 0 0 takn takn 0
㱴 1 0 0 0 0 0 0 0 0 mnqmc mnqmc 0
㱵 1 0 0 0 0 0 0 0 0 mnjtc mnjtc 0
㱶 1 0 0 0 0 0 0 0 0 mngth mngth 0
㱷 1 0 0 0 0 0 0 0 0 mnogd mnogd 0
㱸 1 0 0 0 0 0 0 0 0 mnsrj mnsrj 0
㱹 1 0 0 0 0 0 0 0 0 mnmdm mnmhm 0
㱺 1 0 0 0 0 0 0 0 0 mnypt mnypt 0
㱻 1 0 0 0 0 0 0 0 0 mnyrn mnynq 0
㱼 1 0 0 0 0 0 0 0 0 ruhne ruhne 0
㱽 1 0 0 0 0 0 0 0 0 luhne luhne 0
㱾 1 0 0 0 0 0 0 0 0 yohne yohne 0
㱿 1 0 0 0 0 0 0 0 0 gbhne gbhne 0
㲀 1 0 0 0 0 0 0 0 0 mvhne mvhne 0
㲁 1 0 0 0 0 0 0 0 0 jmhne jmhne 0
㲂 1 0 0 0 0 0 0 0 0 fbhne fbhne 0
㲃 1 0 0 0 0 0 0 0 0 yphne yphne 0
㲄 1 0 0 0 0 0 0 0 0 gghne gghne 0
㲅 1 0 0 0 0 0 0 0 0 jrhne jrhne 0
㲆 1 0 0 0 0 0 0 0 0 geomi geoii 0
㲇 1 0 0 0 0 0 0 0 0 gehey gehey 0
㲈 1 0 0 0 0 0 0 0 0 geshr geshr 0
㲉 1 0 0 0 0 0 0 0 0 glhne glhne 0
㲊 1 0 0 0 0 0 0 0 0 yuhne yuhne 0
㲋 1 0 1 0 0 0 0 0 0 nrpp nrpp 0
㲌 1 0 0 0 0 0 0 0 0 hunhs hunhs 0
㲍 1 0 0 0 0 0 0 0 0 jehqu jehqu 0
㲎 1 0 0 0 0 0 0 0 0 huhqu huhqu 0
㲏 1 0 0 0 0 0 0 0 0 lnhqu llhqu 0
㲐 1 0 0 0 0 0 0 0 0 huomn huoin 0
㲑 1 0 0 0 0 0 0 0 0 hue hue 0
㲒 1 0 0 0 0 0 0 0 0 prhqu prhqu 0
㲓 1 0 0 0 0 0 0 0 0 huihi huihi 0
㲔 1 0 0 0 0 0 0 0 0 yjhqu yjhqu 0
㲕 1 0 0 0 0 0 0 0 0 bihqu bihqu 0
㲖 1 0 0 0 0 0 0 0 0 fbhqu fbhqu 0
㲗 1 0 0 0 0 0 0 0 0 bdhqu bdhqu 0
㲘 1 0 0 0 0 0 0 0 0 bchqu bchqu 0
㲙 1 0 0 0 0 0 0 0 0 hupiv huyiu 0
㲚 1 0 0 0 0 0 0 0 0 ehhqu ehhqu 0
㲛 1 0 0 0 0 0 0 0 0 orhqu orhqu 0
㲜 1 0 0 0 0 0 0 0 0 ffhqu ffhqu 0
㲝 1 0 0 0 0 0 0 0 0 huog huog 0
㲞 1 0 0 0 0 0 0 0 0 yjhqu yjhqu 0
㲟 1 0 0 0 0 0 0 0 0 tkhqu tkhqu 0
㲠 1 0 0 0 0 0 0 0 0 jkhqu jkhqu 0
㲡 1 0 0 0 0 0 0 0 0 dfhqu dfhqu 0
㲢 1 0 0 0 0 0 0 0 0 hbhqu ibhqu 0
㲣 1 0 0 0 0 0 0 0 0 hehqu hehqu 0
㲤 1 0 0 0 0 0 0 0 0 yvhqu yvhqu 0
㲥 1 0 0 0 0 0 0 0 0 irhqu irhqu 0
㲦 1 0 0 0 0 0 0 0 0 jjohu jjohu 0
㲧 1 0 0 0 0 0 0 0 0 hueii hueii 0
㲨 1 0 0 0 0 0 0 0 0 tjhqu tjhqu 0
㲩 1 0 0 0 0 0 0 0 0 huasm huasm 0
㲪 1 0 0 0 0 0 0 0 0 nthqu nthqu 0
㲫 1 0 0 0 0 0 0 0 0 tohqu tohqu 0
㲬 1 0 0 0 0 0 0 0 0 ofhqu ofhqu 0
㲭 1 0 0 0 0 0 0 0 0 ffhqu ffhqu 0
㲮 1 0 0 0 0 0 0 0 0 huhor huhor 0
㲯 1 0 0 0 0 0 0 0 0 sthqu sthqu 0
㲰 1 0 0 0 0 0 0 0 0 jnhqu jnhqu 0
㲱 1 0 0 0 0 0 0 0 0 huvvv huvvv 0
㲲 1 0 0 0 0 0 0 0 0 wmhqu wmhqu 0
㲳 1 0 0 0 0 0 0 0 0 hmhqo hihqu 0
㲴 1 0 0 0 0 0 0 0 0 onl onl 0
㲵 1 0 0 0 0 0 0 0 0 onfb onfb 0
㲶 1 0 0 0 0 0 0 0 0 onywi onywi 0
㲷 1 0 0 0 0 0 0 0 0 onrrj onrrj 0
㲸 1 0 0 0 0 0 0 0 0 en en 0
㲹 1 0 0 0 0 0 0 0 0 ehn ehn 0
㲺 1 0 0 0 0 0 0 0 0 ep ep 0
㲻 1 0 0 0 0 0 0 0 0 oe oe 0
㲼 1 0 0 0 0 0 0 0 0 ek ek 0
㲽 1 0 0 0 0 0 0 0 0 eshi eshi 0
㲾 1 0 0 0 0 0 0 0 0 je je 0
㲿 1 0 0 0 0 0 0 0 0 ei ei 0
㳀 1 0 0 0 0 0 0 0 0 ei ei 0
㳁 1 0 0 0 0 0 0 0 0 emo emo 0
㳂 1 0 0 0 0 0 0 0 0 eci eci 0
㳃 1 0 0 0 0 0 0 0 0 eknj eknj 0
㳄 1 0 0 0 0 0 0 0 0 eno eno 0
㳅 1 0 0 0 0 0 0 0 0 emf emf 0
㳆 1 0 0 0 0 0 0 0 0 eyj eyj 0
㳇 1 0 0 0 0 0 0 0 0 eck eck 0
㳈 1 0 0 0 0 0 0 0 0 ed ejc 0
㳉 1 0 0 0 0 0 0 0 0 eb eb 0
㳊 1 0 0 0 0 0 0 0 0 eok eok 0
㳋 1 0 1 0 0 0 0 0 0 eom eom 0
㳌 1 0 0 0 0 0 0 0 0 ewl ewl 0
㳍 1 0 1 0 0 0 0 0 0 eklb eklb 0
㳎 1 0 0 0 0 0 0 0 0 eit eit 0
㳏 1 0 0 0 0 0 0 0 0 elk elk 0
㳐 1 0 0 0 0 0 0 0 0 edu edu 0
㳑 1 0 1 0 0 0 0 0 0 ebt ebt 0
㳒 1 0 0 0 0 0 0 0 0 eki eki 0
㳓 1 0 0 0 0 0 0 0 0 ekr ekr 0
㳔 1 0 0 0 0 0 0 0 0 eedi eedi 0
㳕 1 0 0 0 0 0 0 0 0 etmm etmm 0
㳖 1 0 1 0 0 0 0 0 0 eyhv eyhv 0
㳗 1 0 0 0 0 0 0 0 0 eikg eeig,ekig 0
㳘 1 0 0 0 0 0 0 0 0 epiu eyiu 0
㳙 1 0 0 0 0 0 0 0 0 eib eib 0
㳚 1 0 0 0 0 0 0 0 0 eihi eihi 0
㳛 1 0 0 0 0 0 0 0 0 elwo ehxo 0
㳜 1 0 1 0 0 0 0 0 0 eod eod 0
㳝 1 0 0 0 0 0 0 0 0 eohg eohg 0
㳞 1 0 0 0 0 0 0 0 0 eol eol 0
㳟 1 0 0 0 0 0 0 0 0 tce tce 0
㳠 1 0 0 0 0 0 0 0 0 eyk eyk 0
㳡 1 0 0 0 0 0 0 0 0 eydi eydi 0
㳢 1 0 0 0 0 0 0 0 0 ehkl ehkl 0
㳣 1 0 0 0 0 0 0 0 0 ejkp ejkp 0
㳤 1 0 0 0 0 0 0 0 0 eiji eiti 0
㳥 1 0 0 0 0 0 0 0 0 emgt emgt 0
㳦 1 0 0 0 0 0 0 0 0 eit eit 0
㳧 1 0 0 0 0 0 0 0 0 esju esju 0
㳨 1 0 0 0 0 0 0 0 0 evvn evvn 0
㳩 1 0 0 0 0 0 0 0 0 emby emby 0
㳪 1 0 0 0 0 0 0 0 0 emfr emfr 0
㳫 1 0 1 0 0 0 0 0 0 ehx ehx 0
㳬 1 0 0 0 0 0 0 0 0 eono eono 0
㳭 1 0 0 0 0 0 0 0 0 erd erd 0
㳮 1 0 0 0 0 0 0 0 0 ese ese 0
㳯 1 0 1 0 0 0 0 0 0 eytj eytj 0
㳰 1 0 0 0 0 0 0 0 0 epit eyit 0
㳱 1 0 0 0 0 0 0 0 0 enla enla 0
㳲 1 0 0 0 0 0 0 0 0 eeki eeki 0
㳳 1 0 0 0 0 0 0 0 0 ejru ejru 0
㳴 1 0 0 0 0 0 0 0 0 ephg ephg 0
㳵 1 0 0 0 0 0 0 0 0 ehdd ehdd 0
㳶 1 0 0 0 0 0 0 0 0 ebdu ebdu 0
㳷 1 0 0 0 0 0 0 0 0 epha epha 0
㳸 1 0 0 0 0 0 0 0 0 etop etop 0
㳹 1 0 0 0 0 0 0 0 0 edmg edmg 0
㳺 1 0 0 0 0 0 0 0 0 eqod eqod 0
㳻 1 0 0 0 0 0 0 0 0 eta eta 0
㳼 1 0 0 0 0 0 0 0 0 ime ime 0
㳽 1 0 0 0 0 0 0 0 0 enof ennf 0
㳾 1 0 0 0 0 0 0 0 0 etgu etgu 0
㳿 1 0 0 0 0 0 0 0 0 eyid eyid 0
㴀 1 0 0 0 0 0 0 0 0 etho etho 0
㴁 1 0 0 0 0 0 0 0 0 ehkt ehkt 0
㴂 1 0 0 0 0 0 0 0 0 emgb emgb 0
㴃 1 0 0 0 0 0 0 0 0 ehse eise 0
㴄 1 0 0 0 0 0 0 0 0 ewcr ewcb,ewcr 0
㴅 1 0 0 0 0 0 0 0 0 ewcr ewcr 0
㴆 1 0 0 0 0 0 0 0 0 esmb esmb 0
㴇 1 0 0 0 0 0 0 0 0 eee eee 0
㴈 1 0 0 0 0 0 0 0 0 eomu eomu 0
㴉 1 0 0 0 0 0 0 0 0 eiim eiim 0
㴊 1 0 0 0 0 0 0 0 0 etun etun 0
㴋 1 0 0 0 0 0 0 0 0 elll elx 0
㴌 1 0 0 0 0 0 0 0 0 evjr evjr 0
㴍 1 0 0 0 0 0 0 0 0 enno enno 0
㴎 1 0 0 0 0 0 0 0 0 ekmf ekmf 0
㴏 1 0 0 0 0 0 0 0 0 ejcg ejcg 0
㴐 1 0 0 0 0 0 0 0 0 ebus ebus 0
㴑 1 0 0 0 0 0 0 0 0 eitu eitu 0
㴒 1 0 1 0 0 0 0 0 0 eyct eyct 0
㴓 1 0 1 0 0 0 0 0 0 ewp ewp 0
㴔 1 0 0 0 0 0 0 0 0 ensp ensp 0
㴕 1 0 0 0 0 0 0 0 0 ethd ethd 0
㴖 1 0 0 0 0 0 0 0 0 etlj etlj 0
㴗 1 0 0 0 0 0 0 0 0 emwv emwv 0
㴘 1 0 0 0 0 0 0 0 0 eabu eabu 0
㴙 1 0 0 0 0 0 0 0 0 emjx ehjx 0
㴚 1 0 0 0 0 0 0 0 0 etpo etpo 0
㴛 1 0 0 0 0 0 0 0 0 emge emgk 0
㴜 1 0 0 0 0 0 0 0 0 ehsb eisb 0
㴝 1 0 1 0 0 0 0 0 0 hnoe hnoe 0
㴞 1 0 0 0 0 0 0 0 0 ebla ebla 0
㴟 1 0 0 0 0 0 0 0 0 emad emad 0
㴠 1 0 0 0 0 0 0 0 0 enue eune 0
㴡 1 0 0 0 0 0 0 0 0 ehda ehda 0
㴢 1 0 0 0 0 0 0 0 0 eeol eeol 0
㴣 1 0 0 0 0 0 0 0 0 eekn eekn 0
㴤 1 0 0 0 0 0 0 0 0 edyg edyg 0
㴥 1 0 0 0 0 0 0 0 0 eufb eufb 0
㴦 1 0 0 0 0 0 0 0 0 ejrr ejrr 0
㴧 1 0 0 0 0 0 0 0 0 ehup ehup 0
